Order_Date,Time,Aging,Customer_Id,Gender,Device_Type,Customer_Login_type,Product_Category,Product,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method
12-05-2018,22:34:49,4,23022,Male,Web,Member,Electronic,Mixer/Juicer,83,4,0.2,20.8,2.1,Medium,credit_card
15-02-2018,16:51:49,1,32795,Female,Web,Member,Electronic,LED,192,3,0.1,94.7,9.5,Medium,credit_card
16-07-2018,17:15:06,5,36530,Male,Web,Member,Electronic,LCD,65,4,0.1,16.3,1.6,Medium,credit_card
23-02-2018,19:26:07,4,19016,Female,Web,Member,Electronic,Speakers,130,1,0.1,43.5,4.4,Medium,credit_card
29-10-2018,09:15:31,4,41315,Male,Web,Member,Electronic,Samsung Mobile,220,1,0.1,107,10.7,High,e_wallet
17-11-2018,09:08:30,8,52210,Female,Web,Member,Electronic,Watch,104,1,0.2,13.6,1.4,Medium,credit_card
03-10-2018,22:34:58,9,36281,Male,Web,Member,Electronic,Fans,149,4,0.2,39.2,3.9,Medium,credit_card
10-06-2018,10:42:53,6,47394,Female,Web,Member,Electronic,Iron,222,3,0.2,115.4,11.5,Medium,credit_card
08-11-2018,20:42:39,4,12723,Male,Web,Member,Electronic,Tablet,199,1,0.2,99.1,9.9,High,credit_card
11-08-2018,18:56:51,2,41980,Female,Web,Member,Electronic,Mouse,111,1,0.2,3.3,0.3,High,credit_card
20-08-2018,22:36:14,10,50673,Female,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,High,debit_card
19-12-2018,21:22:19,2,27968,Female,Web,Member,Electronic,Apple Laptop,250,2,0.2,160,16,High,credit_card
02-06-2018,21:34:10,2,55444,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,83,8.3,Medium,money_order
19-12-2018,18:24:26,8,44838,Male,Web,Member,Electronic,LED,192,2,0.2,104.3,10.4,High,credit_card
30-06-2018,01:35:46,3,55849,Male,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,High,credit_card
20-10-2018,22:51:17,2,58087,Female,Web,Member,Electronic,Speakers,130,3,0.1,46.1,4.6,Medium,credit_card
07-12-2018,19:20:08,4,59843,Female,Web,Member,Electronic,Samsung Mobile,220,3,0.1,133.4,13.3,Medium,money_order
11-10-2018,12:10:18,10,48652,Male,Web,Member,Electronic,Watch,104,3,0.2,11.5,1.2,High,credit_card
21-09-2018,15:00:13,3,46313,Female,Web,Member,Electronic,Fans,149,3,0.2,46.7,4.7,Medium,money_order
02-08-2018,17:15:48,10,33877,Female,Web,Member,Electronic,Iron,222,1,0.2,97.6,9.8,Medium,credit_card
15-05-2018,19:04:46,1,40309,Male,Web,Member,Electronic,Tablet,199,4,0.1,111,11.1,High,credit_card
29-01-2018,09:07:09,10,33396,Female,Web,Member,Electronic,Mouse,111,3,0.2,17.7,1.8,Medium,money_order
12-03-2018,21:30:05,10,43732,Female,Web,Member,Electronic,Keyboard,33,3,0.2,11,1.1,High,credit_card
05-08-2018,18:24:33,6,16360,Male,Web,Member,Electronic,Apple Laptop,250,4,0.1,160,16,High,credit_card
17-12-2018,16:17:21,1,10399,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,83,8.3,High,credit_card
02-03-2018,19:30:50,5,14477,Female,Web,Member,Electronic,LED,192,3,0.2,89,8.9,Critical,credit_card
14-11-2018,10:00:45,6,27912,Female,Web,Member,Electronic,LCD,65,4,0.1,16.3,1.6,Medium,money_order
05-10-2018,17:40:18,10,24900,Female,Web,Member,Electronic,Speakers,130,1,0.2,17.5,1.8,Medium,credit_card
17-11-2018,21:26:47,10,49828,Female,Web,Member,Electronic,Samsung Mobile,220,4,0.2,122.4,12.2,High,credit_card
02-05-2018,22:36:14,6,32481,Female,Web,Member,Electronic,Watch,104,1,0.2,3.2,0.3,Medium,credit_card
06-10-2018,13:47:09,1,51763,Male,Web,Member,Electronic,Fans,149,1,0.1,46.7,4.7,Medium,credit_card
07-01-2018,17:32:58,10,27718,Female,Web,Member,Electronic,Iron,222,1,0.2,137.6,13.8,High,credit_card
02-01-2018,20:49:29,2,31251,Female,Web,Member,Electronic,Tablet,199,4,0.2,87.2,8.7,Medium,credit_card
27-03-2018,12:22:24,10,11153,Female,Web,Member,Electronic,Mouse,111,1,0.1,25.5,2.5,High,money_order
07-08-2018,11:11:30,8,55198,Male,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,Critical,credit_card
13-07-2018,13:14:25,10,30034,Male,Web,Member,Electronic,Apple Laptop,250,3,0.2,132.5,13.3,High,money_order
28-07-2018,18:13:15,2,28243,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,Medium,credit_card
12-07-2018,14:32:57,8,13513,Male,Web,Member,Electronic,LED,192,3,0.1,94.7,9.5,High,money_order
07-03-2018,07:15:57,7,50145,Male,Web,Member,Electronic,LCD,65,1,0.2,65,6.5,Medium,credit_card
25-12-2018,13:19:23,10,14080,Female,Web,Member,Electronic,Speakers,130,2,0.1,47.4,4.7,Medium,credit_card
07-10-2018,22:36:36,10,21404,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,96,9.6,Medium,credit_card
05-11-2018,19:41:43,1,39664,Female,Web,Member,Electronic,Watch,104,2,0.2,15.7,1.6,High,credit_card
11-10-2018,10:55:45,10,39744,Female,Web,Member,Electronic,Fans,149,1,0.1,67.5,6.8,Medium,money_order
12-06-2018,15:28:49,1,53187,Female,Web,Member,Electronic,Iron,222,4,0.2,124.2,12.4,High,money_order
27-08-2018,19:40:22,5,37769,Female,Web,Member,Electronic,Tablet,199,4,0.2,79.2,7.9,Medium,e_wallet
25-09-2018,10:50:33,2,16969,Female,Web,Member,Electronic,Mouse,111,4,0.2,8.8,0.9,Medium,credit_card
14-11-2018,18:43:56,6,14304,Female,Web,Member,Electronic,Keyboard,33,2,0.2,16.5,1.7,Medium,money_order
16-11-2018,18:18:09,3,56958,Male,Web,Member,Electronic,Apple Laptop,250,3,0.1,162.5,16.3,Medium,credit_card
04-09-2018,10:22:35,9,15322,Male,Web,Member,Electronic,Mixer/Juicer,83,4,0.2,20.8,2.1,High,credit_card
15-10-2018,10:19:26,6,51442,Male,Web,Member,Electronic,LED,192,2,0.1,100.5,10,Medium,credit_card
06-07-2018,19:45:13,3,41803,Female,Web,Member,Electronic,LCD,65,3,0.2,21.7,2.2,High,credit_card
03-10-2018,16:03:03,2,30790,Male,Web,Member,Electronic,Speakers,130,4,0.1,34.4,3.4,Medium,credit_card
26-07-2018,16:44:38,2,25834,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,131.2,13.1,Medium,credit_card
03-08-2018,09:27:17,5,28314,Male,Web,Member,Electronic,Watch,104,2,0.2,19.8,2,High,credit_card
08-07-2018,19:08:43,5,46975,Male,Web,Member,Electronic,Fans,149,3,0.1,64.5,6.5,High,credit_card
20-12-2018,11:05:50,2,57838,Female,Web,Member,Electronic,Iron,222,4,0.1,115.4,11.5,Medium,credit_card
10-08-2018,09:27:35,8,36864,Male,Web,Member,Electronic,Tablet,199,3,0.1,113,11.3,Critical,credit_card
02-03-2018,11:51:27,5,27520,Female,Web,Member,Electronic,Mouse,111,1,0.2,25.5,2.5,Medium,credit_card
27-10-2018,12:13:43,9,10806,Female,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,High,credit_card
22-05-2018,16:16:37,2,12830,Male,Web,Member,Electronic,Apple Laptop,250,1,0.2,107.5,10.8,Medium,e_wallet
28-10-2018,18:51:01,5,14630,Female,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,High,credit_card
14-03-2018,19:10:10,10,10166,Female,Web,Member,Electronic,LED,192,1,0.1,102.4,10.2,Critical,credit_card
11-09-2018,09:19:42,4,59211,Female,Web,Member,Electronic,LCD,65,1,0.2,65,6.5,Medium,money_order
06-11-2018,11:46:04,9,10496,Female,Web,Member,Electronic,Speakers,130,1,0.1,46.1,4.6,High,credit_card
06-08-2018,20:35:00,4,13472,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.2,96,9.6,Medium,credit_card
17-11-2018,13:50:10,2,21864,Female,Web,Member,Electronic,Watch,104,3,0.2,11.5,1.2,Medium,credit_card
20-12-2018,07:41:45,2,47585,Female,Web,Member,Electronic,Fans,149,2,0.2,54.1,5.4,Critical,credit_card
26-09-2018,11:38:30,3,13010,Female,Web,Member,Electronic,Iron,222,1,0.1,108.7,10.9,Medium,credit_card
01-04-2018,20:52:22,4,52834,Female,Web,Member,Electronic,Tablet,199,1,0.2,111,11.1,Critical,credit_card
13-07-2018,23:00:22,2,58723,Male,Web,Member,Electronic,Mouse,111,1,0.1,14.4,1.4,Medium,credit_card
12-07-2018,15:13:01,6,41127,Male,Web,Member,Electronic,Keyboard,33,4,0.2,8.3,0.8,Medium,credit_card
23-08-2018,14:47:25,5,47298,Female,Web,Member,Electronic,Apple Laptop,250,2,0.1,165,16.5,Critical,credit_card
07-07-2018,09:14:51,10,43561,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.1,16.6,1.7,Medium,credit_card
01-01-2018,12:17:35,2,26825,Female,Web,Member,Electronic,LED,192,1,0.2,108.2,10.8,Medium,credit_card
12-05-2018,19:29:17,9,18092,Female,Web,Member,Electronic,LCD,65,4,0.2,16.3,1.6,High,credit_card
22-05-2018,18:15:54,3,44454,Male,Web,Member,Electronic,Speakers,130,4,0.2,29.2,2.9,High,credit_card
09-05-2018,13:20:39,9,53971,Female,Web,Member,Electronic,Samsung Mobile,220,2,0.1,126.8,12.7,Critical,debit_card
10-03-2018,20:42:05,9,56207,Male,Web,Member,Electronic,Watch,104,3,0.1,14.6,1.5,High,debit_card
14-08-2018,13:22:37,3,29301,Female,Web,Member,Electronic,Fans,149,3,0.1,64.5,6.5,Medium,e_wallet
09-02-2018,19:50:19,7,50289,Male,Web,Member,Electronic,Iron,222,3,0.1,122,12.2,Medium,credit_card
08-01-2018,09:50:08,8,13449,Female,Web,Member,Electronic,Tablet,199,2,0.2,103.1,10.3,Medium,credit_card
20-11-2018,15:32:41,2,39209,Female,Web,Member,Electronic,Mouse,111,2,0.1,28.8,2.9,Medium,credit_card
24-04-2018,22:07:05,3,52031,Male,Web,Member,Electronic,Keyboard,33,4,0.2,8.3,0.8,High,debit_card
14-09-2018,11:43:13,4,23902,Male,Web,Member,Electronic,Apple Laptop,250,1,0.2,160,16,High,credit_card
29-01-2018,21:49:11,3,20770,Female,Web,Member,Electronic,Mixer/Juicer,83,3,0.1,27.7,2.8,Medium,e_wallet
24-01-2018,18:07:14,10,32238,Female,Web,Member,Electronic,LED,192,2,0.2,92.8,9.3,High,credit_card
09-09-2018,17:09:21,7,42109,Female,Web,Member,Electronic,LCD,65,1,0.1,13,1.3,High,credit_card
11-02-2018,21:42:39,5,58903,Male,Web,Member,Electronic,Speakers,130,4,0.1,34.4,3.4,Critical,credit_card
23-10-2018,12:07:31,1,29485,Female,Web,Member,Electronic,Samsung Mobile,220,4,0.2,122.4,12.2,Critical,credit_card
25-05-2018,21:15:02,1,43133,Male,Web,Member,Electronic,Watch,104,1,0.1,23,2.3,High,e_wallet
03-09-2018,19:20:39,5,45743,Female,Web,Member,Electronic,Fans,149,1,0.1,61.6,6.2,Critical,credit_card
29-10-2018,10:01:22,3,34607,Female,Web,Member,Electronic,Iron,222,1,0.1,139.8,14,Medium,credit_card
26-12-2018,10:53:16,3,57869,Female,Web,Member,Electronic,Tablet,199,2,0.2,103.1,10.3,Medium,credit_card
21-12-2018,11:32:01,5,57919,Male,Web,Member,Electronic,Mouse,111,4,0.2,13.2,1.3,High,credit_card
16-09-2018,20:59:52,7,30541,Male,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,Medium,money_order
18-05-2018,20:43:41,3,38686,Female,Web,Member,Electronic,Apple Laptop,250,3,0.2,155,15.5,Medium,credit_card
22-07-2018,18:41:47,3,10810,Male,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,Medium,credit_card
01-11-2018,14:36:25,7,13039,Male,Web,Member,Electronic,LED,192,1,0.1,83.2,8.3,Critical,credit_card
18-07-2018,17:09:11,7,10228,Female,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,Medium,e_wallet
24-05-2018,13:09:25,7,26714,Female,Web,Member,Electronic,Speakers,130,1,0.2,44.8,4.5,High,credit_card
25-09-2018,17:10:47,7,41642,Male,Web,Member,Electronic,Samsung Mobile,220,4,0.2,122.4,12.2,Medium,credit_card
13-01-2018,14:49:14,2,43546,Female,Web,Member,Electronic,Watch,104,1,0.2,13.6,1.4,Medium,credit_card
12-08-2018,20:51:15,5,31518,Female,Web,Member,Electronic,Fans,149,4,0.1,51.1,5.1,High,credit_card
20-09-2018,10:14:24,8,14494,Male,Web,Member,Electronic,Iron,222,3,0.2,108.7,10.9,High,credit_card
18-12-2018,19:09:39,1,29737,Female,Web,Member,Electronic,Tablet,199,1,0.2,109.1,10.9,Medium,money_order
07-11-2018,09:13:03,10,22067,Male,Web,Member,Electronic,Mouse,111,2,0.2,19.9,2,High,credit_card
23-07-2018,22:35:09,9,32761,Male,Web,Member,Electronic,Keyboard,33,1,0.1,6.6,0.7,High,credit_card
20-11-2018,18:12:53,7,37659,Male,Web,Member,Electronic,Apple Laptop,250,4,0.2,120,12,Critical,money_order
05-06-2018,18:10:09,5,26304,Female,Web,Member,Electronic,Mixer/Juicer,83,4,0.2,20.8,2.1,High,credit_card
27-04-2018,14:53:08,7,14978,Male,Web,Member,Electronic,LED,192,3,0.1,94.7,9.5,High,credit_card
25-09-2018,14:16:47,4,40840,Male,Web,Member,Electronic,LCD,65,3,0.2,21.7,2.2,Medium,credit_card
10-01-2018,08:14:54,7,20002,Male,Web,Member,Electronic,Speakers,130,1,0.2,47.4,4.7,Medium,credit_card
27-08-2018,12:37:54,6,35878,Female,Web,Member,Electronic,Samsung Mobile,220,4,0.1,131.2,13.1,High,e_wallet
17-12-2018,18:43:55,6,52032,Female,Web,Member,Electronic,Watch,104,4,0.2,15.7,1.6,Medium,credit_card
23-10-2018,21:46:52,3,38085,Female,Web,Member,Electronic,Fans,149,3,0.1,55.6,5.6,Medium,credit_card
04-09-2018,11:31:30,7,46190,Male,Web,Member,Electronic,Iron,222,2,0.2,119.8,12,High,credit_card
24-09-2018,14:20:00,5,49155,Female,Web,Member,Electronic,Tablet,199,4,0.2,87.2,8.7,Medium,credit_card
06-10-2018,22:03:39,10,26121,Female,Web,Member,Electronic,Mouse,111,1,0.1,29.9,3,Medium,credit_card
06-10-2018,14:23:26,3,11996,Female,Web,Member,Electronic,Keyboard,33,2,0.2,16.5,1.7,High,credit_card
02-10-2018,21:29:17,3,43679,Female,Web,Member,Electronic,Apple Laptop,250,1,0.2,160,16,High,credit_card
23-07-2018,21:45:43,10,35989,Male,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,High,credit_card
26-10-2018,21:26:08,5,49235,Male,Web,Member,Electronic,LED,192,2,0.2,104.3,10.4,High,credit_card
30-07-2018,15:28:17,1,48718,Female,Web,Member,Electronic,LCD,65,4,0.2,16.3,1.6,Medium,credit_card
10-03-2018,11:01:24,3,28347,Male,Web,Member,Electronic,Speakers,130,4,0.1,44.8,4.5,High,credit_card
24-02-2018,17:09:08,7,45662,Male,Web,Member,Electronic,Samsung Mobile,220,3,0.2,113.6,11.4,Medium,credit_card
20-05-2018,15:46:48,3,21164,Female,Web,Member,Electronic,Watch,104,1,0.2,13.6,1.4,Critical,e_wallet
27-09-2018,00:12:53,3,52953,Male,Web,Member,Electronic,Fans,149,2,0.1,60.1,6,Medium,money_order
11-05-2018,13:28:31,2,54409,Female,Web,Member,Electronic,Iron,222,2,0.2,119.8,12,High,credit_card
10-07-2018,12:19:44,4,51952,Male,Web,Member,Electronic,Tablet,199,1,0.1,113,11.3,Medium,credit_card
08-06-2018,12:54:10,1,52939,Female,Web,Member,Electronic,Mouse,111,1,0.2,3.3,0.3,High,credit_card
03-07-2018,19:27:58,10,45013,Male,Web,Member,Electronic,Keyboard,33,1,0.2,6.6,0.7,Critical,money_order
21-09-2018,14:48:58,2,12304,Male,Web,Member,Electronic,Apple Laptop,250,2,0.1,165,16.5,High,credit_card
16-03-2018,12:04:31,9,22526,Female,Web,Member,Electronic,Mixer/Juicer,83,2,0.2,41.5,4.2,High,money_order
16-12-2018,10:14:09,4,17993,Male,Web,Member,Electronic,LED,192,1,0.1,102.4,10.2,Medium,credit_card
03-01-2018,13:49:56,6,41955,Male,Web,Member,Electronic,LCD,65,2,0.2,32.5,3.3,High,credit_card
02-10-2018,12:20:29,4,46468,Female,Web,Member,Electronic,Speakers,130,1,0.2,44.8,4.5,Medium,credit_card
30-05-2018,19:07:22,9,48162,Male,Web,Member,Electronic,Samsung Mobile,220,2,0.2,118,11.8,High,credit_card
27-08-2018,16:36:39,1,47560,Female,Web,Member,Electronic,Watch,104,1,0.1,8.4,0.8,High,credit_card
11-03-2018,13:47:29,6,45393,Female,Web,Member,Electronic,Fans,149,1,0.1,67.5,6.8,High,money_order
21-10-2018,22:16:40,4,32058,Female,Web,Member,Electronic,Iron,222,1,0.1,139.8,14,Medium,credit_card
24-05-2018,11:02:12,1,36195,Female,Web,Member,Electronic,Tablet,199,4,0.2,79.2,7.9,Medium,money_order
05-09-2018,15:59:54,10,28445,Female,Web,Member,Electronic,Mouse,111,3,0.2,14.4,1.4,Medium,credit_card
18-05-2018,02:07:42,6,16728,Male,Web,Member,Electronic,Keyboard,33,2,0.1,16.5,1.7,Medium,credit_card
11-03-2018,17:06:48,5,50335,Male,Web,Member,Electronic,Apple Laptop,250,2,0.2,160,16,Medium,credit_card
14-09-2018,23:45:31,1,32161,Female,Web,Member,Electronic,Mixer/Juicer,83,3,0.2,27.7,2.8,High,credit_card
20-07-2018,17:40:32,9,27612,Female,Web,Member,Electronic,LED,192,1,0.2,92.8,9.3,High,e_wallet
11-10-2018,16:22:58,4,56969,Male,Web,Member,Electronic,LCD,65,4,0.2,16.3,1.6,High,money_order
30-06-2018,16:32:42,1,34287,Female,Web,Member,Electronic,Speakers,130,1,0.2,37,3.7,High,debit_card
25-04-2018,18:33:35,9,14142,Male,Web,Member,Electronic,Samsung Mobile,220,1,0.2,85,8.5,Medium,money_order
22-10-2018,13:29:32,7,26377,Female,Web,Member,Electronic,Watch,104,3,0.1,20.9,2.1,Medium,credit_card
25-06-2018,18:04:52,2,35458,Female,Web,Member,Electronic,Fans,149,1,0.1,46.7,4.7,Medium,credit_card
22-07-2018,20:00:50,8,23596,Female,Web,Member,Electronic,Iron,222,4,0.1,115.4,11.5,High,credit_card
25-06-2018,18:43:52,10,10987,Female,Web,First SignUp,Electronic,Tablet,199,1,0.2,111,11.1,Medium,credit_card
23-11-2018,12:12:07,2,38481,Female,Web,Member,Electronic,Mouse,111,1,0.1,29.9,3,Medium,credit_card
21-09-2018,09:36:56,1,49383,Female,Web,Member,Electronic,Keyboard,33,3,0.1,11,1.1,Medium,credit_card
07-05-2018,13:44:46,2,36201,Female,Web,Member,Electronic,Apple Laptop,250,3,0.1,162.5,16.3,High,money_order
30-06-2018,18:06:42,1,42418,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.1,2.2,0.2,High,credit_card
15-12-2018,08:16:56,7,50295,Female,Web,Member,Electronic,LED,192,1,0.2,102.4,10.2,Medium,credit_card
11-06-2018,16:28:08,9,11135,Male,Web,Member,Electronic,LCD,65,3,0.2,21.7,2.2,Critical,credit_card
22-12-2018,07:34:13,4,37322,Female,Web,Member,Electronic,Speakers,130,4,0.2,39.6,4,Medium,credit_card
05-11-2018,17:34:26,3,32131,Female,Web,Member,Electronic,Samsung Mobile,220,1,0.1,107,10.7,Medium,credit_card
01-11-2018,12:49:50,7,39661,Female,Web,Member,Electronic,Watch,104,1,0.1,20.9,2.1,High,credit_card
09-08-2018,22:54:54,9,26942,Female,Web,Member,Electronic,Fans,149,1,0.2,63,6.3,High,money_order
07-05-2018,18:04:34,10,52508,Male,Web,Member,Electronic,Iron,222,1,0.1,135.3,13.5,High,credit_card
06-05-2018,15:11:26,4,31967,Male,Web,Member,Electronic,Tablet,199,1,0.1,89.2,8.9,Medium,credit_card
25-04-2018,20:31:35,7,22739,Male,Web,Member,Electronic,Mouse,111,4,0.2,8.8,0.9,Medium,credit_card
29-07-2018,14:10:13,8,48016,Male,Web,Member,Electronic,Keyboard,33,1,0.2,33,3.3,Critical,credit_card
24-05-2018,23:23:56,6,19285,Male,Web,Member,Electronic,Apple Laptop,250,4,0.1,160,16,High,credit_card
13-11-2018,15:16:07,3,56993,Female,Web,Member,Electronic,Mixer/Juicer,83,1,0.2,16.6,1.7,Medium,credit_card
07-05-2018,20:36:52,10,38929,Male,Web,Member,Electronic,LED,192,1,0.2,73.6,7.4,Medium,money_order
11-05-2018,20:45:35,3,29612,Female,Web,Member,Electronic,LCD,65,4,0.1,16.3,1.6,High,debit_card
26-04-2018,18:17:55,6,28603,Female,Web,Member,Electronic,Speakers,130,4,0.2,29.2,2.9,High,credit_card
12-09-2018,23:36:53,8,13014,Male,Web,Member,Electronic,Samsung Mobile,220,2,0.1,126.8,12.7,Medium,money_order
14-05-2018,13:51:10,8,14130,Male,Web,Member,Electronic,Watch,104,2,0.1,21.9,2.2,High,credit_card
28-03-2018,17:01:06,7,11679,Male,Web,Member,Electronic,Fans,149,1,0.2,39.2,3.9,Medium,credit_card
06-09-2018,17:19:53,1,37825,Male,Web,Member,Electronic,Iron,222,3,0.1,135.3,13.5,Critical,credit_card
24-12-2018,16:48:47,7,50342,Male,Web,Member,Electronic,Tablet,199,2,0.2,111,11.1,High,credit_card
22-10-2018,11:48:30,2,38735,Male,Web,Member,Electronic,Mouse,111,1,0.2,8.8,0.9,Critical,credit_card
23-09-2018,18:21:44,4,52660,Female,Web,Member,Electronic,Keyboard,33,1,0.1,33,3.3,Medium,credit_card
30-05-2018,13:29:46,8,79095,Male,Web,Member,Home & Furniture,Dinning Tables,119,5,0.4,15.2,1.5,High,credit_card
17-07-2018,20:30:21,3,60824,Male,Web,Member,Home & Furniture,Shoe Rack,124,3,0.2,36.6,3.7,Medium,credit_card
16-05-2018,10:59:06,2,81945,Male,Web,Member,Home & Furniture,Umbrellas,70,1,0.2,70,7,Medium,credit_card
07-04-2018,14:39:00,8,78573,Male,Web,Member,Home & Furniture,Dinner Crockery,133,4,0.2,47.7,4.8,Medium,credit_card
14-03-2018,08:18:55,5,65066,Male,Web,Member,Home & Furniture,Sofa Covers,216,1,0.3,114.4,11.4,Medium,debit_card
15-03-2018,10:14:25,10,66037,Male,Web,Member,Home & Furniture,Bed Sheets,211,4,0.3,88.8,8.9,Medium,credit_card
26-12-2018,09:58:48,6,64368,Male,Web,Member,Home & Furniture,Curtains,34,1,0.4,17,1.7,Medium,credit_card
08-03-2018,09:42:44,2,77305,Male,Web,Member,Home & Furniture,Towels,228,1,0.3,134.3,13.4,Low,credit_card
18-10-2018,22:46:42,8,70908,Male,Web,Member,Home & Furniture,Sofas,67,1,0.3,67,6.7,Medium,credit_card
12-10-2018,08:40:52,5,72918,Male,Web,Member,Home & Furniture,Beds,78,3,0.2,26,2.6,Medium,money_order
19-05-2018,16:02:15,5,99693,Male,Web,Member,Home & Furniture,Dinning Tables,119,1,0.2,37.8,3.8,Medium,credit_card
21-11-2018,13:48:03,10,78574,Female,Mobile,Member,Home & Furniture,Shoe Rack,124,4,0.2,34.1,3.4,Medium,credit_card
09-08-2018,15:04:18,6,66471,Male,Web,Guest,Home & Furniture,Umbrellas,70,3,0.3,23.3,2.3,Medium,credit_card
09-08-2018,14:00:41,3,91549,Male,Web,Member,Home & Furniture,Dinner Crockery,133,1,0.4,42.4,4.2,Medium,e_wallet
19-09-2018,10:20:15,9,99705,Female,Mobile,Member,Home & Furniture,Sofa Covers,216,1,0.3,123,12.3,Medium,credit_card
10-11-2018,13:40:11,3,82018,Male,Web,Member,Home & Furniture,Bed Sheets,211,1,0.2,128.9,12.9,Medium,credit_card
13-12-2018,17:09:32,2,88348,Male,Web,Member,Home & Furniture,Curtains,34,4,0.3,8.5,0.9,High,credit_card
24-05-2018,17:14:00,6,92218,Male,Web,Member,Home & Furniture,Towels,228,1,0.3,141.2,14.1,Medium,money_order
11-01-2018,19:52:39,9,84544,Male,Web,Member,Home & Furniture,Sofas,67,1,0.4,33.5,3.4,Medium,credit_card
28-11-2018,22:38:25,8,94202,Male,Web,Member,Home & Furniture,Beds,78,5,0.3,15.6,1.6,High,money_order
23-05-2018,21:14:36,10,77458,Male,Web,Member,Home & Furniture,Dinning Tables,119,5,0.2,27.1,2.7,Medium,money_order
02-11-2018,16:05:38,3,94468,Male,Web,Member,Home & Furniture,Shoe Rack,124,3,0.3,25.4,2.5,High,credit_card
22-09-2018,09:05:32,4,91146,Male,Web,Member,Home & Furniture,Umbrellas,70,4,0.2,17.5,1.8,Medium,credit_card
09-09-2018,11:52:00,2,61648,Male,Web,Member,Home & Furniture,Dinner Crockery,133,5,0.2,39.7,4,Medium,e_wallet
26-07-2018,08:15:53,2,84087,Male,Web,Member,Home & Furniture,Sofa Covers,216,3,0.3,103.6,10.4,Medium,credit_card
01-11-2018,13:37:16,6,70049,Male,Web,Member,Home & Furniture,Bed Sheets,211,1,0.3,124.7,12.5,Medium,credit_card
11-07-2018,16:56:46,2,72880,Male,Web,Member,Home & Furniture,Curtains,34,3,0.2,11.3,1.1,High,credit_card
30-07-2018,23:17:05,4,73840,Male,Web,Member,Home & Furniture,Towels,228,5,0.3,91,9.1,Medium,credit_card
09-04-2018,13:49:13,1,90056,Female,Mobile,Guest,Home & Furniture,Sofas,67,1,0.3,67,6.7,Medium,credit_card
05-07-2018,22:52:59,9,97820,Male,Web,Member,Home & Furniture,Beds,78,1,0.3,78,7.8,Medium,credit_card
15-07-2018,12:13:10,4,88996,Male,Web,Member,Home & Furniture,Dinning Tables,119,5,0.3,9.3,0.9,Medium,credit_card
15-08-2018,18:50:08,10,98446,Male,Web,Member,Home & Furniture,Shoe Rack,124,4,0.2,39,3.9,Medium,credit_card
16-05-2018,20:35:31,5,75253,Male,Web,Member,Home & Furniture,Umbrellas,70,1,0.2,35,3.5,Medium,credit_card
12-02-2018,19:43:20,6,85944,Male,Web,Member,Home & Furniture,Dinner Crockery,133,5,0.2,46.4,4.6,Medium,credit_card
24-07-2018,21:44:14,5,81532,Male,Web,Member,Home & Furniture,Sofa Covers,216,1,0.2,133.8,13.4,Medium,credit_card
22-10-2018,22:31:14,1,62053,Male,Web,Member,Home & Furniture,Bed Sheets,211,1,0.3,109.9,11,Medium,e_wallet
22-07-2018,20:05:35,9,91562,Male,Web,Member,Home & Furniture,Curtains,34,4,0.3,8.5,0.9,Medium,credit_card
11-11-2018,23:03:48,3,86289,Male,Web,Member,Home & Furniture,Towels,228,1,0.2,138.9,13.9,Medium,credit_card
14-11-2018,23:14:51,8,94933,Male,Web,Member,Home & Furniture,Sofas,67,3,0.2,22.3,2.2,Medium,credit_card
24-05-2018,16:08:55,10,66641,Male,Web,Member,Home & Furniture,Beds,78,1,0.2,78,7.8,Medium,money_order
18-11-2018,23:54:05,8,76136,Male,Web,Member,Home & Furniture,Dinning Tables,119,1,0.3,27.1,2.7,Medium,credit_card
13-07-2018,10:35:01,3,66757,Male,Web,Member,Home & Furniture,Shoe Rack,124,1,0.2,41.5,4.2,Medium,credit_card
12-03-2018,11:40:26,6,78185,Male,Web,Member,Home & Furniture,Umbrellas,70,3,0.2,23.3,2.3,Medium,credit_card
28-09-2018,14:09:28,3,69276,Male,Web,Member,Home & Furniture,Dinner Crockery,133,3,0.2,45,4.5,Medium,money_order
13-12-2018,08:42:43,4,71947,Male,Web,Member,Home & Furniture,Sofa Covers,216,3,0.2,129.5,13,Medium,credit_card
